String
16712,764,472,486
15860,-948,-128,489
16712,-1856,-396,486
15912,-5256,804,493
"
"16200,-2584,236,483
16689,-258,-258,484
17008,-240,544,488
16132,-1852,4,482
16216,808,860,484
15512,-596,744,490
17168,-2220,204,496
16904,-108,-52,500
15736,-188,156,502
16060,1796,680,501
16904,2020,344,510
17124,1948,-560,509
16680,1828,-36,512
15404,52,600,515
15916,1780,-356,517
17260,3080,-296,527
17356,4092,-8,529
15640,3576,-80,526
16392,2308,240,524
15532,684,-640,526
"
"17600,2744,60,524
17144,4180,400,524
15608,3716,-436,521
15992,2416,620,521
15972,1952,-276,520
16804,2800,-40,520
16944,4004,792,520
15884,1360,-312,516
16424,1140,724,512
16064,-644,-396,508
17452,-1328,-324,506
16044,-1196,308,509
17016,628,132,506
16428,216,332,507
16772,1360,792,505
16656,3484,900,501
16120,4864,1532,503
16104,1908,1152,493
16384,-1368,404,495
16016,-2908,160,497
"
"16224,-1460,-204,491
16520,-532,-204,489
17156,1876,-272,492
16008,1072,-216,484
16792,3424,740,487
15660,3256,96,482
17384,3080,644,487
16780,1316,352,489
15832,-1108,396,494
16304,-1296,492,494
16396,-1444,-16,503
16564,-548,-136,505
16784,2416,656,502
16220,2612,880,502
16136,2352,1016,503
16384,2008,1240,509
16384,1420,332,517
16556,-528,404,520
16872,-3620,312,527
16252,-2640,-696,526
"
"17188,784,32,521
16460,2204,-152,522
16272,2688,-272,513
17116,1168,956,518
16176,832,256,522
17016,1300,512,519
16764,2724,432,512
15364,828,44,512
15424,-700,588,505
15528,-3004,300,507
16160,-2836,-660,501
17884,-184,-380,501
16784,1200,-496,503
17092,3532,160,503
16300,3296,1380,500
15448,2520,920,501
16964,3500,604,493
17088,1948,484,499
16656,408,-400,487
16948,708,196,492
"
"16468,-100,144,490
15372,-468,-860,479
16208,-768,-592,489
16220,-6336,-552,483
17132,-4892,-480,474
17392,-56,220,482
15652,2632,364,482
16280,4092,1228,487
15560,3688,852,489
15892,1088,1236,485
16516,-2088,860,492
17080,-4012,60,490
17848,-4368,-328,494
15912,-3188,-648,498
16044,-3812,380,496
15604,-2380,208,502
16692,12,140,505
16724,2144,428,513
17344,3028,556,518
17488,2812,600,519
"
"15804,1324,1052,520
15300,1724,600,529
16908,2244,436,521
16688,2496,-456,525
16556,1924,-896,526
16032,248,-28,523
15592,208,128,525
15788,1804,-696,521
17132,2556,292,519
15208,1444,-468,512
16928,3472,484,516
16656,5088,676,517
16244,4708,-360,511
16792,3536,860,515
16000,-744,-108,512
16836,-3696,204,510
16732,-1272,308,506
16852,-160,-44,499
16912,2148,600,506
16248,2108,756,503
"
"16240,1380,556,499
15972,-792,1300,501
16524,-1252,516,496
17816,540,152,494
15936,-2280,-148,496
15568,-3856,412,491
15716,-2740,208,493
17044,-972,-144,491
16448,416,-520,486
16740,524,144,486
15416,-588,224,482
15868,1404,856,483
15932,1672,764,492
16488,2008,304,491
18052,1124,68,495
15752,644,-648,502
16012,2540,564,498
16592,2692,696,507
16384,1756,-548,509
17600,2088,132,509
"
"15696,2680,20,513
16180,3360,-60,510
17540,2752,456,515
16984,2332,-364,523
15152,2584,396,531
16136,2152,812,524
16412,268,-1020,526
17884,652,-4,518
16852,3200,628,523
15060,6040,528,512
15368,3764,1616,515
15712,304,-92,517
17524,-180,-536,518
16932,-2564,-148,514
15956,-2804,-852,516
16884,-336,-176,514
16532,1936,292,516
15560,3016,116,504
16836,3404,1492,506
16608,2508,720,510
"
"17356,2076,-48,504
16972,412,596,507
15868,172,484,504
15300,912,456,500
16168,176,1092,496
15912,496,-148,491
17920,1580,188,497
16156,-216,-396,494
17156,2644,32,488
16716,3024,444,491
15504,1436,0,489
17176,1344,152,486
16012,1016,-280,487
16700,-452,-44,484
16564,244,-4,486
16484,-308,-48,496
15936,1216,-56,493
16192,272,1008,497
15620,1108,104,496
16684,736,912,498
"
"16192,-1240,516,506
16408,696,264,508
16932,364,600,508
15328,-1288,188,513
17148,228,216,515
18072,-528,4,518
16328,-628,-300,527
17184,1248,644,522
16024,2780,268,524
16672,2780,300,521
16576,1556,424,519
15616,32,428,523
14860,-2052,256,520
17244,-1064,-248,518
16388,672,-992,518
16608,2260,-52,513
15668,2512,368,517
15684,2616,-48,514
16912,3356,-16,512
16576,844,-504,510
"
"16648,8,112,507
16724,1032,100,509
17744,172,1544,508
13784,1352,3120,502
18404,3756,-132,505
16432,996,-4116,502
19652,724,3936,495
13624,1116,1796,498
13092,772,-2564,502
19572,612,-84,494
18752,-1552,136,492
14240,-1352,-532,485
14600,184,464,479
17072,-20,-40,485
17996,2192,1072,480
14820,3352,1076,490
14548,540,-384,490
15808,-2120,808,482
18344,-1348,936,492
15544,1448,-1996,487
"
"17736,1544,876,493
16204,1724,600,500
16928,1336,432,498
15904,1172,-164,505
18124,352,4,504
17640,-520,348,509
15216,572,696,515
14744,1484,-444,515
17680,2120,1272,517
16760,1552,1000,521
15464,1100,-1000,519
16972,1528,312,523
16600,1148,72,520
16148,184,156,522
15836,1532,-12,516
15072,2324,48,520
17140,2264,896,514
16336,232,-644,521
16828,-2132,-1192,505
16332,-2640,-20,506
"
"17728,144,960,511
15708,1768,36,507
16316,164,264,509
16736,-1988,972,508
16508,-2160,1080,502
16660,-1272,844,504
16704,620,-76,493
17052,-484,1196,502
14972,-1672,1164,500
15824,-592,384,493
17304,-808,348,490
16340,-2768,-288,489
17364,-1040,44,482
15244,-1232,-828,486
16280,-872,416,480
15940,352,44,489
16620,-996,156,484
16332,-340,-216,481
16876,-1168,432,483
16260,704,600,486
"
"16748,3248,252,485
16396,4296,1208,494
15928,3584,600,494
16540,-572,680,499
16504,328,-592,498
17424,2044,-268,498
17684,708,-48,507
14684,144,-680,508
16216,-3192,512,510
15516,-2096,-756,513
18616,724,32,509
16160,2260,-344,510
17300,5556,308,522
16156,5136,1036,524
15040,3876,860,521
15996,1100,828,522
17220,-1140,124,519
16468,-2920,20,521
16564,-2644,-156,516
16380,-164,-148,519
"
"16780,4104,420,519
16324,5116,164,519
15556,-3472,604,515
14948,-7308,-52,510
18396,-2168,-600,506
19048,3348,-1684,510
17340,4672,176,502
14004,1944,1772,507
13312,2004,1664,508
17584,2048,676,505
18216,932,-1092,505
17416,1684,-124,497
15336,592,1328,502
14224,4,336,495
16948,728,112,491
16552,1264,-972,497
16876,2740,8,493
16656,2372,312,485
17304,2092,-180,492
16840,3524,-336,485
"
"17080,5124,660,487
14764,3980,-468,481
16124,-676,552,488
17020,-364,64,493
17208,1312,-600,488
15540,792,1068,498
15384,952,1036,501
16332,2544,824,504
16260,764,1028,511
15628,4,-124,507
18384,1040,588,509
16540,1220,52,512
16352,-180,144,515
17116,-400,588,518
16792,-1660,-256,529
16824,-2396,-64,528
16536,-428,-44,523
16852,44,188,519
16356,648,840,519
15876,2028,608,523
"
"14660,1580,516,521
16236,608,1216,519
15976,-1516,-228,518
17024,-788,88,517
16172,-2152,156,516
15264,-1552,28,513
17760,1516,612,511
16064,2768,-528,510
17200,3212,652,510
16660,2516,356,507
16844,2376,264,506
16236,1092,32,499
17312,112,356,504
16440,1320,-896,505
17016,1784,-244,499
16452,1400,300,501
15544,3200,520,498
16692,4720,1424,494
14284,3216,-180,494
16996,2324,916,487
"
"16988,1432,-72,474
15864,-1664,-640,483
16704,-712,-28,480
16568,1256,-360,484
16596,832,-220,486
15668,88,444,482
17528,-312,160,493
16704,1004,-508,491
17660,2360,968,494
14476,2408,72,494
17036,2108,1112,498
15792,-1544,1080,504
15580,-2120,-4,502
16548,-2516,204,509
17436,-2944,-136,516
17032,-1348,-280,519
16488,1828,1160,520
13724,1572,1696,525
17168,4020,1208,519
16844,3204,-568,516
"
"18312,1840,-576,520
16380,-728,32,519
16016,-2180,0,522
15668,-1420,-816,521
16792,-1448,-12,519
15756,-1496,-560,516
16788,-404,512,505
16060,-40,436,512
15340,2360,408,510
17052,2920,1284,505
15060,432,340,509
16544,-56,908,505
16876,-1044,368,499
16804,-1440,600,505
17544,-228,364,502
16600,1496,-344,503
17340,2500,916,498
15480,2132,460,492
16612,-72,268,497
17140,-1500,-568,489
"
"17196,-852,-280,489
15796,1740,-204,483
15776,1764,700,485
15868,1520,324,489
16072,2420,-136,470
16724,1084,728,486
15356,432,-200,489
17036,1280,348,485
17020,1956,100,493
15244,1556,208,487
16224,1164,1140,492
15712,720,-332,499
17928,-932,-64,501
17704,-1268,96,504
17124,284,-556,504
16332,2220,656,505
15652,1564,292,516
17168,-436,268,513
16336,-3228,320,517
16680,-764,184,524
"
"16400,1080,244,524
16572,608,896,524
16116,144,68,528
16232,-540,936,521
14160,-2544,856,522
16932,-416,724,514
16852,-1644,-500,520
17156,-768,-276,519
16052,1528,16,519
16188,724,196,518
16780,-1700,-472,516
17332,940,200,514
15656,4292,20,513
17284,3224,796,509
15604,3320,252,513
15792,2680,660,511
17548,2676,980,510
15192,1836,-708,505
16488,760,476,500
17572,2096,-48,503
"
"15960,1568,36,495
16244,3760,1000,496
16004,5884,-312,498
16932,3848,304,492
16192,2092,576,497
16368,1524,-1120,495
16704,-24,24,488
16620,-480,376,495
16664,-928,-716,485
16540,-920,524,489
15352,-364,1036,492
16156,2044,1044,489
16372,3840,660,499
16884,1272,408,493
16588,-1416,476,495
16348,-3452,928,504
15740,-4524,-296,502
17176,-3368,-104,505
17768,-1192,428,509
16192,-864,-76,514
"
"16056,-1168,932,515
15472,-28,168,519
18168,-96,128,521
15292,484,-524,524
17208,1084,768,515
15648,1532,632,519
15224,1624,900,523
16336,1188,-20,519
17132,480,-452,517
17196,1492,-136,518
16612,340,-408,516
15452,-1508,24,516
16196,2468,680,508
16948,5212,-44,508
16088,3288,-428,514
17836,3040,308,509
16960,2440,-416,507
16404,4312,-116,512
16132,3084,712,503
15748,304,-8,503
"
"16620,432,224,492
16356,52,292,495
15808,-624,-276,498
17624,204,828,489
15140,-576,372,496
15940,1372,372,491
16764,1668,764,480
16452,1520,444,486
16924,908,-216,482
16464,-2424,-140,486
16620,-644,384,485
15548,-1648,88,480
16476,-1080,336,490
17320,-1052,-492,486
17000,-1212,428,497
14708,408,612,486
16976,7200,1192,495
16008,3964,1072,496
14856,-4428,492,498
14856,-4428,492,506
"
"15424,-4460,-112,507
17764,-828,-820,510
19432,784,-1032,517
17776,812,-8,515
13824,2368,1000,516
14940,2988,1808,523
16320,3496,108,529
18748,2564,-576,523
17644,704,-508,528
15184,-1540,108,523
15172,-1424,692,524
15444,-1064,-436,512
17884,804,108,515
16712,1024,340,520
16040,-1444,848,519
15380,280,1080,518
16464,2440,372,518
16972,2732,312,509
16920,1716,648,515
15908,-84,196,509
"
"17228,-1288,460,508
15468,132,196,508
17340,1468,224,502
17268,2316,4,505
15648,-304,-168,500
14428,-1184,96,502
17296,412,864,499
16888,2148,-1012,495
17540,4556,-332,498
15864,3380,956,494
13752,1672,876,491
16316,844,1032,496
17688,2092,-1140,486
18016,1644,-180,488
16804,412,224,485
15972,540,524,489
15484,2124,1160,491
15744,4776,760,490
17464,2824,-520,495
17780,-1520,-292,504
"
"15576,-3540,-988,499
17272,76,172,505
16468,2196,328,500
15460,1836,-108,503
15828,996,1000,509
16104,20,952,514
15864,-76,44,518
16652,-1016,608,521
17100,820,-284,527
16616,916,-84,528
15604,-616,600,524
15948,508,-144,517
18308,1100,300,519
16152,920,-148,515
16524,1532,236,519
15932,1376,788,517
15868,1232,-108,515
17628,2844,-160,513
16340,1144,-360,508
16696,-668,104,511
"
"16088,1016,428,513
16712,3632,524,513
15324,2584,204,510
16720,1928,552,510
16628,1728,-456,505
16168,-168,844,508
16172,1788,136,499
17148,2236,-588,505
16960,-904,-80,500
14492,-2888,-28,496
17292,-1660,-308,497
17568,-576,-276,493
17220,1476,420,489
16236,2788,1164,495
14664,1172,884,486
15880,-584,2048,491
16576,244,236,487
18872,192,-204,486
16540,-2220,808,492
14524,-2064,852,487
"
"15792,536,-20,487
17904,1720,-80,492
16432,448,104,494
17036,-424,336,501
14208,-1736,-108,502
16680,416,8,503
17668,1688,-228,513
16660,1232,32,512
14952,2712,236,515
16096,1408,912,518
15740,408,-124,509
17948,2520,344,523
16376,3252,1040,528
16128,1704,588,522
15540,-956,736,522
17296,304,-160,520
16928,3644,-604,522
16836,1676,760,520
16004,-1044,148,520
17472,1552,68,516
"
"16540,3936,128,519
16352,4484,200,513
16072,1800,-76,518
15604,-2008,-168,513
16696,-1144,292,515
15880,724,-224,505
17488,1876,236,505
15376,-560,408,509
15888,-1000,600,508
15080,444,660,506
16904,3520,596,507
17504,1020,-8,500
16988,-564,100,501
15104,-2488,920,494
17220,-1084,-108,496
18660,20,-664,493
16984,2632,-136,490
16184,4620,1052,491
14908,2800,1664,487
15444,2132,900,483
"
"17808,3956,192,493
16288,2440,-896,483
15628,-1328,268,494
15900,-2044,-60,495
16216,1072,-464,496
17108,4236,316,502
16328,2932,-84,504
15772,1916,168,502
15880,1764,980,513
16288,3000,204,509
17304,3448,-76,511
17432,1340,-144,518
16208,-568,-116,525
15676,-948,572,524
16420,408,496,526
17516,1352,-204,522
17520,284,1004,523
14876,1404,420,512
16300,28,1072,518
16188,-656,-164,519
"
"18012,1084,-304,516
15980,168,132,517
15620,-2288,168,519
16420,-728,-264,515
16348,-312,672,513
15580,1304,-120,501
18072,1224,-156,507
16252,-448,232,511
14940,-1180,464,501
15968,2432,856,510
17632,2908,-192,510
16316,120,-216,502
16628,-1196,440,504
15720,-2460,-60,495
17556,-1444,284,495
17048,1308,40,500
16692,4292,592,491
15424,3256,1468,498
15280,1396,556,492
17120,876,112,485
"
"17400,200,-8,492
16636,1816,-660,486
16768,-228,180,485
15280,-1712,200,489
15428,260,-20,487
17036,3188,644,493
17260,940,-352,491
15640,-1272,180,491
15680,276,1264,503
15036,2100,-360,498
16684,232,380,505
17688,-116,-344,511
17444,1700,-140,511
15364,860,864,517
15892,456,732,521
17312,2916,700,521
16512,4228,972,527
14528,1784,388,516
17892,-812,204,522
17312,-2648,-844,522
"
"17072,-1012,-624,522
16280,2224,676,521
16548,3200,456,524
15512,2344,392,521
16024,2544,828,520
15772,808,152,510
17044,-396,-104,515
16720,72,-812,515
16588,1284,-24,512
14932,736,836,514
15680,64,196,508
17480,-168,-132,508
16556,-1708,244,508
15948,-920,336,507
18016,836,956,505
15180,248,448,502
16672,1448,1676,497
16516,2516,504,499
17096,1140,48,491
18192,-1168,16,496
"
"15872,-912,-124,487
16596,328,-12,490
15768,-860,228,488
17020,-244,276,483
15788,2128,432,481
15468,1884,788,488
15476,1296,240,485
17784,3232,-260,489
16268,1440,284,492
14220,-544,-132,489
17580,-556,676,500
16404,148,-548,502
17416,2320,312,502
16200,2852,108,507
16216,2000,1192,511
15984,3756,164,514
16756,3340,396,509
16904,1272,-132,516
16968,-128,-200,520
16644,248,4,526
"
"16528,1292,624,524
15244,1868,352,523
16688,-352,508,521
17032,-332,244,519
15116,-1816,420,525
16288,-168,352,516
17376,1756,-108,517
16940,2700,-180,521
16344,1100,12,524
16364,1208,160,522
16444,1268,72,523
16356,1176,32,524
16320,1264,152,522
16404,1300,160,527
16436,1180,28,523
16516,1180,112,522
16504,1120,224,525
16592,1064,324,524
16508,1020,328,527
16484,956,244,528
"
"16520,864,208,527
16432,848,156,529
16400,736,172,525
16340,720,276,524
16368,700,288,533
16376,660,388,525
16412,592,356,518
16448,604,324,519
16364,592,352,519
16360,576,268,519
16400,716,364,518
16368,640,376,516
16400,608,320,516
16492,640,480,517
16380,660,464,518
16396,744,372,519
16392,836,420,523
16440,856,348,519
16440,876,456,522
16460,884,408,519
"
"16444,920,460,519
16412,984,524,519
16472,1000,312,521
16456,964,416,524
16328,984,436,522
16392,1000,224,522
16416,884,304,520
16384,840,352,523
16368,872,252,521
16412,836,312,522
16404,900,244,523
16428,792,396,522
16344,664,304,520
16528,760,332,522
16536,804,396,523
16468,724,384,523
16412,644,336,527
16480,680,336,522
16300,736,296,525
16312,552,212,525
"
"16436,516,240,525
16440,572,284,523
16444,700,244,528
16404,688,236,529
16496,608,116,527
16504,660,92,529
16436,760,92,531
16376,784,36,529
16268,780,-64,523
16324,816,60,520
16380,848,204,518
16440,892,124,516
16432,940,40,519
16384,928,-96,518
16484,908,-20,518
16488,856,76,519
16380,928,-36,521
16384,960,24,518
16408,816,60,520
16432,828,204,521
"
"16396,816,168,521
16344,812,132,519
16380,852,44,516
16500,900,228,522
16464,724,220,522
16384,660,236,522
16300,704,112,521
16292,680,180,522
16344,592,224,524
16312,520,216,523
16356,584,212,523
16424,600,188,520
16484,660,132,518
16540,672,144,526
16472,752,256,522
16440,748,440,524
16468,728,436,526
16472,668,384,527
16468,872,300,523
16448,976,320,527
"
"16488,988,288,525
16348,948,284,522
16336,992,236,526
16428,1052,188,527
16340,1092,256,527
16372,1144,400,528
16336,1064,464,524
16380,1104,380,527
16492,1052,452,528
16464,980,392,524
16328,1080,292,529
16348,976,252,522
16380,992,268,517
16332,968,292,519
16424,976,380,516
16408,792,428,519
16320,916,376,520
16420,812,420,518
16484,744,368,517
16444,768,256,516
"
"16404,824,348,518
16368,740,312,519
16368,824,252,521
16444,728,364,522
16444,600,364,522
16376,616,336,519
16312,684,384,520
16228,696,296,524
16320,776,124,523
16328,844,136,524
16380,800,172,521
16412,840,128,520
16432,780,36,519
16364,848,156,524
16356,820,260,523
16432,832,200,523
16432,804,120,523
16428,808,104,525
16452,768,144,526
16428,792,188,524
"
"16440,768,192,522
16460,668,240,524
16548,776,204,526
16500,768,284,523
16420,632,188,524
16332,716,172,526
16340,792,112,527
16380,664,8,524
16360,572,100,527
16344,612,56,530
16340,616,0,526
16448,596,196,529
16424,560,88,528
16448,612,-40,522
16404,600,60,527
16432,636,76,520
16404,568,152,518
16460,656,196,518
16388,760,268,516
16236,688,280,516
"
"16340,712,164,515
16488,788,8,515
16464,928,228,524
16416,812,260,518
16364,916,276,517
16432,1012,232,518
16556,1084,264,520
16488,1040,280,521
16356,1012,316,524
16448,1000,368,520
16416,928,324,520
16452,1000,332,519
16388,1056,332,517
16400,1004,260,521
16348,968,308,525
16428,848,352,523
16396,916,372,522
16380,924,280,521
16488,820,324,523
16544,812,400,524
"
"16544,800,432,523
16488,804,292,523
16376,812,212,524
16544,784,260,523
16432,740,288,529
16408,804,412,525
16468,844,444,528
16412,832,392,528
16400,740,300,528
16320,740,424,528
16424,788,344,525
16460,812,204,527
16460,792,212,529
16440,788,208,531
16392,876,284,528
16384,792,304,532
16412,904,292,524
16368,876,332,519
16304,844,308,520
16456,748,256,518
"
"16560,844,264,519
16540,940,236,522
16428,848,256,516
16368,844,184,521
16436,916,200,518
16480,832,436,518
16456,812,376,519
16444,800,288,516
16408,784,88,517
16424,752,188,519
16388,808,276,520
16428,784,252,519
16412,748,132,518
16404,728,268,522
16340,672,320,520
16432,652,220,520
16456,708,112,521
16444,732,100,518
16540,816,-4,520
16416,844,208,522
"
"16448,764,148,521
16456,756,80,523
16412,680,64,524
16476,844,128,526
16588,844,144,522
16544,780,128,522
16452,844,184,526
16388,856,148,523
16412,876,176,528
16356,912,320,522
16356,864,320,526
16500,852,292,523
16400,836,124,527
16452,920,144,524
16464,824,112,525
16432,868,216,531
16376,760,228,529
16384,772,180,525
16444,772,216,524
16528,732,260,523
"
"16388,760,232,521
16384,716,264,519
16384,740,348,519
16332,652,296,518
16392,628,216,519
16392,628,216,518
16344,692,332,520
16344,692,332,515
16392,748,236,521
16376,736,408,521
16376,736,408,519
16412,760,396,523
16392,680,384,523
16380,744,320,519
16480,844,412,523
16400,836,296,524
16424,792,64,522
16408,856,144,523
16428,796,252,520
16408,796,140,517
"
"16372,804,288,522
16460,824,256,524
16472,856,268,521
16356,856,272,519
16372,940,240,524
16360,824,100,524
16356,812,152,521
16308,872,200,524
16324,916,196,519
16400,912,200,522
16388,900,248,523
16384,916,320,525
16464,824,348,522
16420,760,280,526
16316,796,236,527
16340,924,320,550
16408,856,260,571
16444,816,180,571
16480,820,128,570
16368,760,68,566
"
"16744,1184,460,559
15988,1240,272,551
16832,2464,444,550
16248,4496,532,539
16340,6096,596,536
16384,7236,556,536
16196,6188,380,538
16948,6044,164,539
16320,7148,-240,535
16736,7076,-156,543
16548,8768,-148,541
16384,10348,-192,543
16480,12120,-68,533
15788,12704,176,541
15896,13044,-200,543
15956,10820,-136,552
15596,10540,-276,551
16520,13416,-324,555
16876,15164,-408,549
16444,15728,-392,550
"
"15840,13448,-300,550
14884,9348,-92,552
15724,5580,-800,558
16548,6480,-924,566
17348,9320,-508,553
16508,10456,60,556
16076,9856,900,552
15876,8360,712,558
15724,7564,828,560
16424,6204,780,573
16784,5024,328,558
16632,4456,-16,555
16676,3668,552,564
15848,2952,644,564
16444,1884,456,545
16996,2292,160,543
17260,3744,-32,550
16396,4256,148,544
16320,4344,156,541
16692,3496,464,530
"
"16220,4568,340,530
16028,7008,552,529
16396,6080,408,529
16136,1880,40,520
15244,-2192,-320,519
17560,780,-376,514
16744,3460,-444,515
15972,5908,240,512
16180,5416,552,513
15964,7996,876,516
16352,11084,624,515
15804,6584,400,518
15576,728,-160,518
17240,-664,-920,524
17332,0,-504,521
17012,1304,-404,521
16672,2136,472,519
16100,6532,932,516
16556,9876,1540,514
14356,8748,1256,520
"
"16672,5276,880,522
17732,3576,-888,519
16872,1724,-748,522
16104,-1044,-392,527
15576,-3076,-916,518
18300,220,-276,529
15876,4596,516,528
15232,4608,1372,524
15560,2668,564,526
16708,892,-372,533
16600,520,-160,534
15488,-232,-188,537
17048,-1104,24,536
17184,-1024,-136,543
15796,252,616,534
15260,1496,1368,539
17252,296,424,546
16944,-1504,92,534
16312,-2024,408,536
16596,-1304,184,533
"
"15988,-2824,132,527
16944,-2124,-128,525
17656,892,180,519
16724,1664,732,521
15348,1584,860,512
16192,2100,588,511
16136,-52,680,507
16640,-364,84,505
16676,168,-388,500
16220,-68,-52,498
15196,-184,520,501
16732,2260,-452,503
17508,3700,-132,501
14960,732,148,506
16940,1212,236,506
16220,2240,-432,507
15152,-156,480,509
15956,3192,1036,504
18432,7600,208,518
16180,6048,536,510
"
"14700,3444,1108,507
17248,2148,124,514
16952,900,-356,512
16424,-1360,-440,512
18012,172,-380,517
16756,2364,388,517
15536,2700,840,519
15140,4348,1192,520
16792,3124,700,524
16480,1788,272,521
16076,784,-472,524
17108,-1272,-500,526
16328,-2056,-100,532
16488,-976,-124,531
15052,132,312,534
17152,-616,472,539
17480,748,460,535
15804,888,480,540
15892,-1108,968,538
15568,-1580,552,534
"
"17140,-416,96,534
16888,1660,-280,533
17472,896,280,526
16700,340,148,529
15920,-1456,196,528
15372,-3060,488,517
16912,-1728,140,514
17120,36,-496,517
16836,276,156,509
15764,3512,440,510
16428,4548,596,508
14616,3024,420,502
17112,2336,320,503
17892,2684,-396,496
15868,140,-460,502
14920,-2300,-36,504
17496,-112,-596,506
16992,1340,-312,509
14992,1360,484,506
16928,2340,384,508
"
"17000,2272,68,505
15548,3180,616,507
16184,3496,624,513
17356,3496,820,512
16144,1488,308,513
15256,-184,544,513
17644,168,80,517
17196,-1184,-272,518
16144,-2504,52,517
16280,-2268,312,520
16512,308,608,526
16468,3460,144,522
16364,3756,420,526
16716,1428,456,527
15616,1128,644,528
16616,736,-28,534
15904,-1672,108,532
16624,-1896,240,531
16912,-1704,272,534
16348,-672,196,542
"
"15260,-456,528,539
17624,1380,616,545
15752,772,392,535
16168,1696,1164,531
17160,3352,720,533
16660,2200,680,525
15416,1196,776,523
17464,2604,584,523
16712,1632,152,520
15532,-1484,208,512
16672,-3212,-780,515
17848,-1200,-508,509
15880,-76,128,509
15232,2876,1128,498
16880,5868,892,505
15568,6684,1020,504
15204,5296,956,504
16752,1804,364,508
17332,-1440,-180,508
16236,-2708,-1000,506
"
"16044,-2836,-124,512
16784,-720,160,513
17072,860,196,511
15488,2708,588,514
17140,4216,840,509
15636,3396,648,513
16128,1116,324,513
16424,1016,-80,518
18216,2192,204,515
15532,1784,20,520
16192,572,144,521
16776,720,640,520
15592,356,-376,525
16340,-432,248,523
17012,-152,-568,526
17672,704,-392,529
14808,1128,156,535
15816,3956,428,527
17288,6104,268,537
